Name,UMAP 1,UMAP 2
output/mlm_1_sim_cse_4/model,8.566271,-0.1867296
output/mlm_1_sim_cse_4/model,6.865895,0.32628655
output/mlm_1_sim_cse_4/model,5.4621005,-0.41029835
output/mlm_1_sim_cse_4/model,7.463714,-1.1315302
output/mlm_1_sim_cse_4/model,5.262923,-0.31425622
output/mlm_1_sim_cse_4/model,5.804104,0.4042979
output/mlm_1_sim_cse_4/model,7.0082297,0.026974855
output/mlm_1_sim_cse_4/model,9.177004,-1.9215568
output/mlm_1_sim_cse_4/model,7.248909,-0.0077829156
output/mlm_1_sim_cse_4/model,6.654826,0.53452605
output/mlm_1_sim_cse_4/model,6.7519217,0.13734546
output/mlm_1_sim_cse_4/model,6.233958,-0.2337487
output/mlm_1_sim_cse_4/model,8.301642,-0.8454275
output/mlm_1_sim_cse_4/model,6.478186,0.90796626
output/mlm_1_sim_cse_4/model,8.555614,-0.90875757
output/mlm_1_sim_cse_4/model,8.937356,-1.8704364
output/mlm_1_sim_cse_4/model,7.4942713,0.6057644
output/mlm_1_sim_cse_4/model,9.575982,-1.3734663
output/mlm_1_sim_cse_4/model,7.77676,-0.8563692
output/mlm_1_sim_cse_4/model,7.373122,-0.9427781
output/mlm_1_sim_cse_4/model,5.987604,0.8511541
output/mlm_1_sim_cse_4/model,6.680067,0.3833755
output/mlm_1_sim_cse_4/model,6.229507,0.35449857
output/mlm_1_sim_cse_4/model,7.0159,0.38649476
output/mlm_1_sim_cse_4/model,6.852726,-2.646461
output/mlm_1_sim_cse_4/model,6.887052,-0.8716472
output/mlm_1_sim_cse_4/model,6.39893,0.22483869
output/mlm_1_sim_cse_4/model,8.09152,-0.7656996
output/mlm_1_sim_cse_4/model,7.6099124,-0.3016321
output/mlm_1_sim_cse_4/model,5.958304,0.667482
output/mlm_1_sim_cse_4/model,7.6887927,-0.88174605
output/mlm_1_sim_cse_4/model,8.000012,-0.45224956
output/mlm_1_sim_cse_4/model,8.047419,-0.3163946
output/mlm_1_sim_cse_4/model,8.715462,-1.5697908
output/mlm_1_sim_cse_4/model,5.0826917,-0.41669384
output/mlm_1_sim_cse_4/model,6.6579843,0.72642887
output/mlm_1_sim_cse_4/model,6.013185,0.8189531
output/mlm_1_sim_cse_4/model,6.7141376,-0.44947836
output/mlm_1_sim_cse_4/model,9.032177,-1.5414135
output/mlm_1_sim_cse_4/model,7.3642797,0.16503437
output/mlm_1_sim_cse_4/model,5.583765,-0.038014315
output/mlm_1_sim_cse_4/model,8.830651,-1.1759015
output/mlm_1_sim_cse_4/model,7.646481,-0.26003614
output/mlm_1_sim_cse_4/model,6.161502,1.0520828
output/mlm_1_sim_cse_4/model,5.1904235,0.18573105
output/mlm_1_sim_cse_4/model,8.982256,-1.0102049
output/mlm_1_sim_cse_4/model,6.9551153,-0.9304358
output/mlm_1_sim_cse_4/model,5.931189,0.24097382
output/mlm_1_sim_cse_4/model,6.1701465,0.6306846
output/mlm_1_sim_cse_4/model,8.808869,-1.5271513
output/mlm_1_sim_cse_4/model,7.2291236,0.16885725
output/mlm_1_sim_cse_4/model,7.815032,0.36752748
output/mlm_1_sim_cse_4/model,5.5151143,3.5497067
output/mlm_1_sim_cse_4/model,6.996342,0.2739439
output/mlm_1_sim_cse_4/model,6.6598687,0.4093949
output/mlm_1_sim_cse_4/model,8.852633,-1.0853512
output/mlm_1_sim_cse_4/model,9.426799,-1.2323868
output/mlm_1_sim_cse_4/model,6.9915295,0.049031753
output/mlm_1_sim_cse_4/model,6.417101,1.0642967
output/mlm_1_sim_cse_4/model,7.91447,-0.101895325
output/mlm_1_sim_cse_4/model,6.7744384,0.09720505
output/mlm_1_sim_cse_4/model,9.301355,-1.9470555
output/mlm_1_sim_cse_4/model,7.2820525,-0.17687106
output/mlm_1_sim_cse_4/model,7.271042,0.5259861
output/mlm_1_sim_cse_4/model,6.5635357,-0.0067171785
output/mlm_1_sim_cse_4/model,6.425127,-0.09702159
output/mlm_1_sim_cse_4/model,6.3520327,1.126707
output/mlm_1_sim_cse_4/model,9.70167,-1.5994273
output/mlm_1_sim_cse_4/model,5.8135715,-0.41788015
output/mlm_1_sim_cse_4/model,7.173755,0.30298305
output/mlm_1_sim_cse_4/model,8.305538,-0.8056863
output/mlm_1_sim_cse_4/model,6.8788924,0.32204375
output/mlm_1_sim_cse_4/model,6.9510517,0.5123729
output/mlm_1_sim_cse_4/model,6.144584,0.19126992
output/mlm_1_sim_cse_4/model,7.347775,0.6915938
output/mlm_1_sim_cse_4/model,4.868763,-0.44688103
output/mlm_1_sim_cse_4/model,5.419465,-0.066168025
output/mlm_1_sim_cse_4/model,6.1395855,-0.38692233
output/mlm_1_sim_cse_4/model,7.649393,-0.18369904
output/mlm_1_sim_cse_4/model,8.167482,-0.5302175
output/mlm_1_sim_cse_4/model,8.982794,-1.7025063
output/mlm_1_sim_cse_4/model,9.194194,-1.818012
output/mlm_1_sim_cse_4/model,8.311382,-0.875932
output/mlm_1_sim_cse_4/model,6.5757437,0.23651098
output/mlm_1_sim_cse_4/model,6.906445,0.82700413
output/mlm_1_sim_cse_4/model,6.889329,-0.052306384
output/mlm_1_sim_cse_4/model,9.213165,-1.2325263
output/mlm_1_sim_cse_4/model,6.5918155,-0.48650455
output/mlm_1_sim_cse_4/model,7.0424004,0.69403034
output/mlm_1_sim_cse_4/model,6.063028,0.6301524
output/mlm_1_sim_cse_4/model,6.390938,0.7790214
output/mlm_1_sim_cse_4/model,9.249013,-1.956846
output/mlm_1_sim_cse_4/model,8.9131775,-1.2461929
output/mlm_1_sim_cse_4/model,6.6655617,-0.19159542
output/mlm_1_sim_cse_4/model,7.12463,-0.67560863
output/mlm_1_sim_cse_4/model,9.69699,-1.5968109
output/mlm_1_sim_cse_4/model,7.9794054,-0.43617493
output/mlm_1_sim_cse_4/model,7.3737783,-0.28510234
output/mlm_1_sim_cse_4/model,6.2261724,1.3256264
output/mlm_1_sim_cse_4/model,8.6309595,-1.4735917
output/mlm_1_sim_cse_4/model,6.366394,1.3226148
output/mlm_1_sim_cse_4/model,6.0518923,0.30116832
output/mlm_1_sim_cse_4/model,7.5161223,0.47135857
output/mlm_1_sim_cse_4/model,6.9613724,0.22205548
output/mlm_1_sim_cse_4/model,7.0446057,0.49294063
output/mlm_1_sim_cse_4/model,6.914288,-0.24316537
output/mlm_1_sim_cse_4/model,8.429155,-0.86368614
output/mlm_1_sim_cse_4/model,8.380947,-0.55730873
output/mlm_1_sim_cse_4/model,7.108864,0.18451641
output/mlm_1_sim_cse_4/model,6.2187257,1.3950717
output/mlm_1_sim_cse_4/model,8.499869,0.9875635
output/mlm_1_sim_cse_4/model,7.3229213,-0.7665225
output/mlm_1_sim_cse_4/model,7.987509,-0.28308815
output/mlm_1_sim_cse_4/model,5.432544,0.4456604
output/mlm_1_sim_cse_4/model,6.5346932,0.059328713
output/mlm_1_sim_cse_4/model,6.4218206,-0.0029557843
output/mlm_1_sim_cse_4/model,8.826182,-1.5708756
output/mlm_1_sim_cse_4/model,7.8716326,-0.760529
output/mlm_1_sim_cse_4/model,5.9336905,-0.2397226
output/mlm_1_sim_cse_4/model,8.853801,-1.520498
output/mlm_1_sim_cse_4/model,7.371677,1.095154
output/mlm_1_sim_cse_4/model,6.570928,1.0417384
output/mlm_1_sim_cse_4/model,7.457538,-0.6771112
output/mlm_1_sim_cse_4/model,8.106046,-0.7470174
output/mlm_1_sim_cse_4/model,8.56362,-0.88300335
output/mlm_1_sim_cse_4/model,6.845577,0.37581185
output/mlm_1_sim_cse_4/model,9.049931,-1.3209956
output/mlm_1_sim_cse_4/model,9.161534,-1.8042156
output/mlm_1_sim_cse_4/model,6.637464,0.99840134
output/mlm_1_sim_cse_4/model,6.246169,0.23049848
output/mlm_1_sim_cse_4/model,7.0730042,0.26105586
output/mlm_1_sim_cse_4/model,6.138645,0.6301312
output/mlm_1_sim_cse_4/model,8.972259,-1.3493614
output/mlm_1_sim_cse_4/model,7.207496,0.2926579
output/mlm_1_sim_cse_4/model,7.474601,0.52648616
output/mlm_1_sim_cse_4/model,9.734915,-1.5984062
output/mlm_1_sim_cse_4/model,9.422137,-1.3644038
output/mlm_1_sim_cse_4/model,5.2804346,-0.35656282
output/mlm_1_sim_cse_4/model,6.3911996,0.93095934
output/mlm_1_sim_cse_4/model,6.596964,-0.09931455
output/mlm_1_sim_cse_4/model,7.6015615,-0.86956894
output/mlm_1_sim_cse_4/model,6.135431,0.84506655
output/mlm_1_sim_cse_4/model,6.5842805,0.40030786
output/mlm_1_sim_cse_4/model,5.876504,0.2280575
output/mlm_1_sim_cse_4/model,6.4283586,-0.21677299
output/mlm_1_sim_cse_4/model,6.406224,-0.5341625
output/mlm_1_sim_cse_4/model,7.445555,0.013884181
output/mlm_1_sim_cse_4/model,6.959671,0.34780526
output/mlm_1_sim_cse_4/model,7.7402205,-0.5421373
output/mlm_1_sim_cse_4/model,5.505263,3.4380507
output/mlm_1_sim_cse_4/model,7.1637707,-0.1196521
output/mlm_1_sim_cse_4/model,7.432852,-0.8228854
output/mlm_1_sim_cse_4/model,8.768282,-1.0649455
output/mlm_1_sim_cse_4/model,6.29549,-0.25376293
output/mlm_1_sim_cse_4/model,9.454402,-1.3609501
output/mlm_1_sim_cse_4/model,5.972187,0.72234255
output/mlm_1_sim_cse_4/model,6.6997867,-0.18549003
output/mlm_1_sim_cse_4/model,6.7912874,0.18925822
output/mlm_1_sim_cse_4/model,9.101078,-1.783163
output/mlm_1_sim_cse_4/model,7.560782,-0.23265326
output/mlm_1_sim_cse_4/model,7.5809193,-0.5792649
output/mlm_1_sim_cse_4/model,6.98394,-0.8358703
output/mlm_1_sim_cse_4/model,8.161455,-0.19399288
output/mlm_1_sim_cse_4/model,7.1337895,0.43270275
output/mlm_1_sim_cse_4/model,6.5971904,0.7443761
output/mlm_1_sim_cse_4/model,5.9450088,0.24317183
output/mlm_1_sim_cse_4/model,7.213589,0.21334971
output/mlm_1_sim_cse_4/model,6.8935566,0.28555793
output/mlm_1_sim_cse_4/model,7.387547,-0.9282056
output/mlm_1_sim_cse_4/model,5.843037,0.2952193
output/mlm_1_sim_cse_4/model,6.4984913,-1.8242834
output/mlm_1_sim_cse_4/model,6.717563,-0.2431667
output/mlm_1_sim_cse_4/model,8.453567,-1.6784488
output/mlm_1_sim_cse_4/model,5.756632,-0.19513476
output/mlm_1_sim_cse_4/model,7.4861856,0.6702389
output/mlm_1_sim_cse_4/model,6.280424,1.4641633
output/mlm_1_sim_cse_4/model,7.185747,0.25088453
output/mlm_1_sim_cse_4/model,6.706688,-0.5134341
output/mlm_1_sim_cse_4/model,8.452471,-0.6018876
output/mlm_1_sim_cse_4/model,6.6891894,-0.2084344
output/mlm_1_sim_cse_4/model,9.524558,-1.2275441
output/mlm_1_sim_cse_4/model,7.7135954,0.1885298
output/mlm_1_sim_cse_4/model,7.8950605,-0.38388532
output/mlm_1_sim_cse_4/model,9.20414,-2.0030065
output/mlm_1_sim_cse_4/model,7.5716195,-0.7691264
output/mlm_1_sim_cse_4/model,8.771988,-1.6186614
output/mlm_1_sim_cse_4/model,9.088503,-1.7222354
output/mlm_1_sim_cse_4/model,5.039954,0.1167193
output/mlm_1_sim_cse_4/model,7.28106,0.033309076
output/mlm_1_sim_cse_4/model,6.671436,-0.11965319
output/mlm_1_sim_cse_4/model,5.420763,-0.44216242
output/mlm_1_sim_cse_4/model,7.580472,-0.84963584
output/mlm_1_sim_cse_4/model,7.3214493,0.29429567
output/mlm_1_sim_cse_4/model,6.6265025,0.6888907
output/mlm_1_sim_cse_4/model,7.697742,-0.55049634
output/mlm_1_sim_cse_4/model,7.9847198,-0.43517613
output/mlm_1_sim_cse_4/model,7.1077147,-0.34697866
output/mlm_1_sim_cse_4/model,9.385942,-1.3459015
output/mlm_1_sim_cse_4/model,6.1247225,0.61460453
output/mlm_1_sim_cse_4/model,7.1900887,0.19786909
output/mlm_1_sim_cse_4/model,7.579005,-0.5384693
output/mlm_1_sim_cse_4/model,7.100094,1.1561853
output/mlm_1_sim_cse_4/model,6.174589,0.20116264
output/mlm_1_sim_cse_4/model,6.933929,1.1311259
output/mlm_1_sim_cse_4/model,6.6384144,0.008429842
output/mlm_1_sim_cse_4/model,7.122971,-0.018406091
output/mlm_1_sim_cse_4/model,9.645116,-1.3297082
output/mlm_1_sim_cse_4/model,7.4322886,-0.020955719
output/mlm_1_sim_cse_4/model,7.842362,-0.803302
output/mlm_1_sim_cse_4/model,8.845309,-1.2022243
output/mlm_1_sim_cse_4/model,6.9981456,0.16142176
output/mlm_1_sim_cse_4/model,6.553362,0.8387535
output/mlm_1_sim_cse_4/model,6.984645,0.24073605
output/mlm_1_sim_cse_4/model,7.3668814,-0.9952916
output/mlm_1_sim_cse_4/model,7.085508,0.10165742
output/mlm_1_sim_cse_4/model,7.4604406,1.1334708
output/mlm_1_sim_cse_4/model,8.1896,-0.21703012
output/mlm_1_sim_cse_4/model,6.3245893,1.4929569
output/mlm_1_sim_cse_4/model,6.393368,0.23259823
output/mlm_1_sim_cse_4/model,4.3675556,-2.2332842
output/mlm_1_sim_cse_4/model,4.4107976,-1.9070548
output/mlm_1_sim_cse_4/model,5.8886604,-1.9176185
output/mlm_1_sim_cse_4/model,5.007549,-3.990655
output/mlm_1_sim_cse_4/model,4.097336,-4.310445
output/mlm_1_sim_cse_4/model,7.556852,-1.2929753
output/mlm_1_sim_cse_4/model,5.787616,-2.2434535
output/mlm_1_sim_cse_4/model,4.758387,-2.2414644
output/mlm_1_sim_cse_4/model,5.944656,-2.7811959
output/mlm_1_sim_cse_4/model,4.177211,-3.4898071
output/mlm_1_sim_cse_4/model,3.6721704,-3.0497835
output/mlm_1_sim_cse_4/model,4.1586423,-3.6161227
output/mlm_1_sim_cse_4/model,3.997095,-2.2910447
output/mlm_1_sim_cse_4/model,5.7847023,-2.99239
output/mlm_1_sim_cse_4/model,4.232881,-2.4330468
output/mlm_1_sim_cse_4/model,5.928501,-1.3771495
output/mlm_1_sim_cse_4/model,4.0727563,-4.235239
output/mlm_1_sim_cse_4/model,4.54769,-2.0930352
output/mlm_1_sim_cse_4/model,6.792188,-2.035307
output/mlm_1_sim_cse_4/model,4.177652,-4.2212367
output/mlm_1_sim_cse_4/model,3.7519047,-3.9093726
output/mlm_1_sim_cse_4/model,4.3280544,-1.9577774
output/mlm_1_sim_cse_4/model,4.4519386,-2.7996001
output/mlm_1_sim_cse_4/model,3.408685,-2.6677072
output/mlm_1_sim_cse_4/model,6.9205594,-1.7289257
output/mlm_1_sim_cse_4/model,5.8438764,-2.7113373
output/mlm_1_sim_cse_4/model,5.7570124,-3.458121
output/mlm_1_sim_cse_4/model,4.069963,-3.1213446
output/mlm_1_sim_cse_4/model,4.963372,-3.0946236
output/mlm_1_sim_cse_4/model,4.4589834,-4.3380694
output/mlm_1_sim_cse_4/model,4.1371584,-3.663023
output/mlm_1_sim_cse_4/model,6.0236297,-1.3808959
output/mlm_1_sim_cse_4/model,4.053362,-2.4431534
output/mlm_1_sim_cse_4/model,5.7371798,-2.1439593
output/mlm_1_sim_cse_4/model,4.275789,-3.4577696
output/mlm_1_sim_cse_4/model,6.0110483,-1.3247645
output/mlm_1_sim_cse_4/model,4.8825736,-2.9583805
output/mlm_1_sim_cse_4/model,5.0081234,-2.846885
output/mlm_1_sim_cse_4/model,8.455017,-1.7902414
output/mlm_1_sim_cse_4/model,4.2615323,-2.184218
output/mlm_1_sim_cse_4/model,5.692225,-3.5135355
output/mlm_1_sim_cse_4/model,4.8900566,-4.165743
output/mlm_1_sim_cse_4/model,6.4846735,-2.0676472
output/mlm_1_sim_cse_4/model,6.4026427,-2.500744
output/mlm_1_sim_cse_4/model,5.935124,-2.9905653
output/mlm_1_sim_cse_4/model,6.903231,-2.4767559
output/mlm_1_sim_cse_4/model,7.215207,-1.6676328
output/mlm_1_sim_cse_4/model,6.354723,-2.025556
output/mlm_1_sim_cse_4/model,6.412893,-1.7899547
output/mlm_1_sim_cse_4/model,6.6456084,-2.8587832
output/mlm_1_sim_cse_4/model,3.710013,-3.0789602
output/mlm_1_sim_cse_4/model,5.2737164,-2.6560712
output/mlm_1_sim_cse_4/model,4.5411925,-1.510152
output/mlm_1_sim_cse_4/model,4.2679195,-2.4784281
output/mlm_1_sim_cse_4/model,6.9312067,-2.40465
output/mlm_1_sim_cse_4/model,6.4764776,-2.6056554
output/mlm_1_sim_cse_4/model,4.881166,-2.2072308
output/mlm_1_sim_cse_4/model,4.947524,-4.268319
output/mlm_1_sim_cse_4/model,7.657654,-2.5424244
output/mlm_1_sim_cse_4/model,6.125794,-1.4981269
output/mlm_1_sim_cse_4/model,6.1556582,-1.8776864
output/mlm_1_sim_cse_4/model,7.637315,-1.55217
output/mlm_1_sim_cse_4/model,8.404398,-1.9797243
output/mlm_1_sim_cse_4/model,4.4173055,-2.0126283
output/mlm_1_sim_cse_4/model,5.697481,0.043323055
output/mlm_1_sim_cse_4/model,6.4835477,-2.37741
output/mlm_1_sim_cse_4/model,6.272628,-1.7997441
output/mlm_1_sim_cse_4/model,5.9563174,-2.807785
output/mlm_1_sim_cse_4/model,6.4648275,-2.813151
output/mlm_1_sim_cse_4/model,5.6107326,-1.5000887
output/mlm_1_sim_cse_4/model,6.523642,-2.1265495
output/mlm_1_sim_cse_4/model,4.008372,-4.189089
output/mlm_1_sim_cse_4/model,6.2969594,-1.6250917
output/mlm_1_sim_cse_4/model,5.589074,-2.675455
output/mlm_1_sim_cse_4/model,5.4966354,-2.731676
output/mlm_1_sim_cse_4/model,5.8565,-3.6540704
output/mlm_1_sim_cse_4/model,3.742654,-2.1204376
output/mlm_1_sim_cse_4/model,4.3284154,-2.3844802
output/mlm_1_sim_cse_4/model,8.386153,-1.8482136
output/mlm_1_sim_cse_4/model,3.596489,-2.9323423
output/mlm_1_sim_cse_4/model,4.149708,-2.5169878
output/mlm_1_sim_cse_4/model,4.0807285,-3.8702998
output/mlm_1_sim_cse_4/model,5.8647876,-2.1236355
output/mlm_1_sim_cse_4/model,7.6572065,-2.531642
output/mlm_1_sim_cse_4/model,5.0817738,-3.467629
output/mlm_1_sim_cse_4/model,5.141423,-0.94946057
output/mlm_1_sim_cse_4/model,4.5046372,-3.3975265
output/mlm_1_sim_cse_4/model,6.893921,-1.0425909
output/mlm_1_sim_cse_4/model,4.60012,-1.39336
output/mlm_1_sim_cse_4/model,4.9589095,-4.3171864
output/mlm_1_sim_cse_4/model,7.119539,-4.2626524
output/mlm_1_sim_cse_4/model,5.470022,-2.2147582
output/mlm_1_sim_cse_4/model,4.734302,-2.4853816
output/mlm_1_sim_cse_4/model,7.3459277,-3.1368656
output/mlm_1_sim_cse_4/model,4.0893345,-1.974426
output/mlm_1_sim_cse_4/model,4.972784,-2.5328717
output/mlm_1_sim_cse_4/model,5.952743,-5.03693
output/mlm_1_sim_cse_4/model,4.881387,-4.2052937
output/mlm_1_sim_cse_4/model,4.903987,-2.4505947
output/mlm_1_sim_cse_4/model,5.702602,-0.6804121
output/mlm_1_sim_cse_4/model,5.105411,-4.2857246
output/mlm_1_sim_cse_4/model,5.153023,-3.0191581
output/mlm_1_sim_cse_4/model,6.6945143,-2.138394
output/mlm_1_sim_cse_4/model,5.0342917,-4.332762
output/mlm_1_sim_cse_4/model,7.526029,-3.3236477
output/mlm_1_sim_cse_4/model,4.594876,-2.41942
output/mlm_1_sim_cse_4/model,4.8810606,-3.3236468
output/mlm_1_sim_cse_4/model,4.6806507,-0.839645
output/mlm_1_sim_cse_4/model,7.4002643,-1.3211744
output/mlm_1_sim_cse_4/model,6.0107307,-0.49206415
output/mlm_1_sim_cse_4/model,5.351837,-1.7047124
output/mlm_1_sim_cse_4/model,3.8814492,-3.4835691
output/mlm_1_sim_cse_4/model,5.5574527,-3.4640195
output/mlm_1_sim_cse_4/model,6.7012258,-2.2682536
output/mlm_1_sim_cse_4/model,4.91634,-2.539401
output/mlm_1_sim_cse_4/model,3.5231154,-4.3529773
output/mlm_1_sim_cse_4/model,7.5180845,-3.3414018
output/mlm_1_sim_cse_4/model,5.0648336,-4.0750327
output/mlm_1_sim_cse_4/model,4.5778346,-1.1000592
output/mlm_1_sim_cse_4/model,8.399731,-2.7385375
output/mlm_1_sim_cse_4/model,5.481419,-2.4450498
output/mlm_1_sim_cse_4/model,4.8067207,-2.0761662
output/mlm_1_sim_cse_4/model,4.9419107,-3.722489
output/mlm_1_sim_cse_4/model,4.704428,-3.6647973
output/mlm_1_sim_cse_4/model,7.257065,-4.1706285
output/mlm_1_sim_cse_4/model,3.6956172,-3.710237
output/mlm_1_sim_cse_4/model,4.3953104,-1.2958344
output/mlm_1_sim_cse_4/model,4.9546676,-3.1338155
output/mlm_1_sim_cse_4/model,4.507449,-1.3699774
output/mlm_1_sim_cse_4/model,8.378102,-2.7136457
output/mlm_1_sim_cse_4/model,5.1257567,-2.5289335
output/mlm_1_sim_cse_4/model,3.7632034,-2.7316515
output/mlm_1_sim_cse_4/model,5.381356,-4.1846633
output/mlm_1_sim_cse_4/model,5.008377,-1.4705639
output/mlm_1_sim_cse_4/model,5.1604867,-1.5232116
output/mlm_1_sim_cse_4/model,6.7177734,-2.6364071
output/mlm_1_sim_cse_4/model,4.594063,-1.3792882
output/mlm_1_sim_cse_4/model,7.4844728,-0.37934396
output/mlm_1_sim_cse_4/model,6.3097763,-1.8380057
output/mlm_1_sim_cse_4/model,6.4101744,-1.940989
output/mlm_1_sim_cse_4/model,4.9017425,-1.0524915
output/mlm_1_sim_cse_4/model,5.387735,-4.0792375
output/mlm_1_sim_cse_4/model,5.9007454,-3.0399296
output/mlm_1_sim_cse_4/model,7.1667643,-4.1904483
output/mlm_1_sim_cse_4/model,4.118534,-2.6730142
output/mlm_1_sim_cse_4/model,5.9301248,-2.5180244
output/mlm_1_sim_cse_4/model,5.510522,-3.6502254
output/mlm_1_sim_cse_4/model,5.001976,-1.8687284
output/mlm_1_sim_cse_4/model,4.8376474,-4.261756
output/mlm_1_sim_cse_4/model,4.44804,-3.2170444
output/mlm_1_sim_cse_4/model,8.329232,-3.1068885
output/mlm_1_sim_cse_4/model,6.7464585,-1.9341443
output/mlm_1_sim_cse_4/model,4.5360394,-3.3108525
output/mlm_1_sim_cse_4/model,6.289616,-2.3201048
output/mlm_1_sim_cse_4/model,4.412065,-2.325137
output/mlm_1_sim_cse_4/model,5.221597,-4.3521256
output/mlm_1_sim_cse_4/model,6.5606217,-2.4958436
output/mlm_1_sim_cse_4/model,5.217256,-4.3700347
output/mlm_1_sim_cse_4/model,5.0922313,-3.8361225
output/mlm_1_sim_cse_4/model,4.9491587,-4.0511694
output/mlm_1_sim_cse_4/model,4.7520895,-2.4317095
output/mlm_1_sim_cse_4/model,5.9705944,-1.5023397
output/mlm_1_sim_cse_4/model,6.6651244,-2.2211938
output/mlm_1_sim_cse_4/model,5.695182,-0.52463716
output/mlm_1_sim_cse_4/model,4.8590465,-2.9240406
output/mlm_1_sim_cse_4/model,4.7932034,-2.164072
output/mlm_1_sim_cse_4/model,4.55185,-2.865065
output/mlm_1_sim_cse_4/model,3.8227024,-2.2321713
output/mlm_1_sim_cse_4/model,5.5399766,-3.4006667
output/mlm_1_sim_cse_4/model,4.316351,-2.0135295
output/mlm_1_sim_cse_4/model,5.455624,-4.058821
output/mlm_1_sim_cse_4/model,6.739353,-3.1533012
output/mlm_1_sim_cse_4/model,5.206773,-4.40085
output/mlm_1_sim_cse_4/model,6.012318,-5.1103683
output/mlm_1_sim_cse_4/model,5.1289268,-4.030021
output/mlm_1_sim_cse_4/model,7.2236414,-4.1816897
output/mlm_1_sim_cse_4/model,4.601011,-3.8518205
output/mlm_1_sim_cse_4/model,4.7312107,-3.889467
output/mlm_1_sim_cse_4/model,5.3118725,-1.3318086
output/mlm_1_sim_cse_4/model,8.360088,-3.0911756
output/mlm_1_sim_cse_4/model,5.0004287,-1.5412482
output/mlm_1_sim_cse_4/model,3.9178035,-2.1893814
output/mlm_1_sim_cse_4/model,3.7238061,-1.7590915
output/mlm_1_sim_cse_4/model,3.8370793,-1.9077808
output/mlm_1_sim_cse_4/model,3.9518244,-3.6249802
output/mlm_1_sim_cse_4/model,3.541092,-4.307777
output/mlm_1_sim_cse_4/model,4.165788,-4.197831
output/mlm_1_sim_cse_4/model,4.3038216,-3.7698853
output/mlm_1_sim_cse_4/model,4.6347194,-4.192386
output/mlm_1_sim_cse_4/model,4.7090173,-4.3192005
output/mlm_1_sim_cse_4/model,5.877749,-4.9666247
output/mlm_1_sim_cse_4/model,4.0973687,-2.472267
output/mlm_1_sim_cse_4/model,4.098348,-1.706227
output/mlm_1_sim_cse_4/model,8.384334,-2.5109813
output/mlm_1_sim_cse_4/model,4.1204987,-2.4675276
output/mlm_1_sim_cse_4/model,5.189164,-2.738945
output/mlm_1_sim_cse_4/model,4.5898495,-1.5119014
output/mlm_1_sim_cse_4/model,5.121508,-3.84788
output/mlm_1_sim_cse_4/model,4.7754016,-1.3231812
output/mlm_1_sim_cse_4/model,5.1626635,-1.5140034
output/mlm_1_sim_cse_4/model,7.12551,-1.4241998
output/mlm_1_sim_cse_4/model,5.394909,-2.07356
output/mlm_1_sim_cse_4/model,5.8503895,-1.0115874
output/mlm_1_sim_cse_4/model,6.680524,-2.9115343
output/mlm_1_sim_cse_4/model,8.122931,-2.9378164
output/mlm_1_sim_cse_4/model,6.935386,-0.6434419
output/mlm_1_sim_cse_4/model,5.934716,-4.1970506
output/mlm_1_sim_cse_4/model,4.846239,-4.318759
output/mlm_1_sim_cse_4/model,3.9997857,-2.5457633
output/mlm_1_sim_cse_4/model,5.157791,-3.0147386
output/mlm_1_sim_cse_4/model,7.0104814,-1.706011
output/mlm_1_sim_cse_4/model,5.8865447,-1.6110243
output/mlm_1_sim_cse_4/model,4.615802,-3.6253836
output/mlm_1_sim_cse_4/model,7.58912,-2.5154092
output/mlm_1_sim_cse_4/model,3.4462392,-2.7856982
output/mlm_1_sim_cse_4/model,4.6889343,-2.1211216
output/mlm_1_sim_cse_4/model,4.332303,-4.299366
output/mlm_1_sim_cse_4/model,4.1118426,-2.3167124
output/mlm_1_sim_cse_4/model,4.5583925,-2.223782
output/mlm_1_sim_cse_4/model,4.6404777,-3.8468645
output/mlm_1_sim_cse_4/model,4.1572185,-3.6038225
output/mlm_1_sim_cse_4/model,3.8453248,-3.770097
output/mlm_1_sim_cse_4/model,4.2186103,-2.1741602
output/mlm_1_sim_cse_4/model,6.5921946,-2.7514398
output/mlm_1_sim_cse_4/model,4.0119042,-3.9619684
output/mlm_1_sim_cse_4/model,5.890116,-2.1985326
output/mlm_1_sim_cse_4/model,7.6793246,-0.26189467
output/mlm_1_sim_cse_4/model,4.3583117,-3.3172183
output/mlm_1_sim_cse_4/model,6.193919,-1.8201207
output/mlm_1_sim_cse_4/model,6.6158314,-2.3500426
output/mlm_1_sim_cse_4/model,7.2408185,-1.6158209
output/mlm_1_sim_cse_4/model,5.3445096,-1.2791919
output/mlm_1_sim_cse_4/model,5.3817725,-2.416599
output/mlm_1_sim_cse_4/model,5.619159,0.06482165
output/mlm_1_sim_cse_4/model,5.431974,-1.6688131
output/mlm_1_sim_cse_4/model,6.0661516,-2.6578422
output/mlm_1_sim_cse_4/model,5.11891,-1.5921069
output/mlm_1_sim_cse_4/model,4.977165,-1.3449465
output/mlm_1_sim_cse_4/model,4.0293465,-4.2727485
output/mlm_1_sim_cse_4/model,7.334866,-2.0806675
output/mlm_1_sim_cse_4/model,4.291444,-2.7964735
output/mlm_1_sim_cse_4/model,7.946147,-2.840005
output/mlm_1_sim_cse_4/model,3.6379602,-2.7491639
output/mlm_1_sim_cse_4/model,3.4554462,-2.6965349
output/mlm_1_sim_cse_4/model,4.869128,-4.1807723
